grid_id,centroid_lat,centroid_lon,area_m2
G0192,28.794221273750004,77.26816335907557,250000.0
G0193,28.798730844550057,77.26826103546347,250000.0
G0194,28.803240412032924,77.26835873424757,250000.0
G0195,28.807749976198235,77.26845645543195,250000.0
G0196,28.812259537045584,77.26855419902068,250000.0
G0197,28.816769094574624,77.26865196501788,250000.0
G0198,28.82127864878497,77.26874975342761,250000.0
G0199,28.82578819967622,77.26884756425396,250000.0
G0200,28.830297747248007,77.26894539750103,250000.0
G0201,28.833205679713785,77.26902144293616,72422.33247233588
G0202,28.736828099039784,77.27201199246811,103892.99263227402
G0203,28.7400202279168,77.27210967020737,250000.0
G0204,28.744529822525752,77.27220729755135,250000.0
G0205,28.74903941382077,77.27230494729291,250000.0
G0206,28.753549001801446,77.27240261943612,250000.0
G0207,28.758058586467417,77.27250031398508,250000.0
G0208,28.76256816781829,77.27259803094384,250000.0
G0209,28.767077745853697,77.2726957703165,250000.0
G0210,28.771587320573236,77.27279353210713,250000.0
G0211,28.776096891976554,77.27289131631981,250000.0
G0212,28.780606460063236,77.27298912295865,250000.0
G0213,28.785116024832924,77.2730869520277,250000.0
G0214,28.789625586285233,77.27318480353107,250000.0
G0215,28.794135144419784,77.27328267747284,250000.0
G0216,28.798644699236192,77.2733805738571,250000.0
G0217,28.803154250734078,77.27347849268793,250000.0
G0218,28.807663798913058,77.27357643396944,250000.0
G0219,28.812173343772745,77.27367439770573,250000.0
G0220,28.816682885312762,77.27377238390088,250000.0
G0221,28.821192423532743,77.27387039255896,250000.0
G0222,28.82570195843229,77.27396842368411,250000.0
G0223,28.830211490011038,77.27406647728041,250000.0
G0224,28.833583030918593,77.27438384487722,120178.54942374349
G0225,28.733012680308065,77.27946230497565,985.0657958325037
G0226,28.73596182854239,77.27755095482759,175878.52304976838
G0227,28.739934096875846,77.27722633018138,250000.0
G0228,28.744443675481318,77.27732417691375,250000.0
G0229,28.748953250771503,77.27742204609399,250000.0
G0230,28.753462822746016,77.27751993772615,250000.0
G0231,28.757972391404486,77.27761785181436,250000.0
G0232,28.76248195674651,77.27771578836267,250000.0
G0233,28.76699151877172,77.27781374737516,250000.0
G0234,28.771501077479734,77.27791172885597,250000.0
G0235,28.776010632870175,77.27800973280915,250000.0
G0236,28.780520184942645,77.27810775923882,250000.0
G0237,28.78502973369677,77.27820580814905,250000.0
G0238,28.789539279132182,77.27830387954394,250000.0
G0239,28.794048821248484,77.27840197342762,250000.0
G0240,28.7985583600453,77.27850008980414,250000.0
G0241,28.803067895522243,77.27859822867762,250000.0
G0242,28.80757742767894,77.27869639005218,250000.0
G0243,28.812086956515003,77.2787945739319,250000.0
G0244,28.816596482030043,77.2788927803209,250000.0
G0245,28.821106004223697,77.27899100922326,250000.0
G0246,28.82561552309559,77.2790892606431,250000.0
G0247,28.83012503864532,77.27918753458455,250000.0
G0248,28.83355651885072,77.27911516003948,128819.41516565753
G0249,28.72823475120859,77.28437809137466,3969.907916478388
G0250,28.731363767901428,77.28290188650324,150688.14633101138
G0251,28.735338206545705,77.28224492408896,250000.0
G0252,28.739847772428032,77.28234296771163,250000.0
G0253,28.744357334994117,77.28244103382832,250000.0
G0254,28.748866894243566,77.28253912244313,250000.0
